,Team ID,Nickname,Year Founded,Team New ID,Team ID_drop,Team Name,Abbreviation,Nickname_drop,Team City,Team State,Year Founded_drop,Team ID_drop,Abbreviation_drop,Nickname_drop,Year Founded_drop,Team City_drop,Arena,Area Capacity,Owner,General Manager,Head Coach,Development League Affliation,Facebook,Instagram,Twitter,Team ID_drop,Team City_drop,Nickname_drop,Year Founded_drop,Team Active Until
65,1610612740,Hornets,2007,b5dfa85d9f4e5ac04b1938365a9c338e,,,,,,,,,,,,,,,,,,,,,,1610612740,New Orleans,Hornets,2007,2012
66,1610612740,Hornets,2005,5ecd74acce7a2ec150131d876cd37986,,,,,,,,,,,,,,,,,,,,,,1610612740,New Orleans/Oklahoma City,Hornets,2005,2006
67,1610612740,Hornets,2002,de9f582e93d65acde408fcc8d9cd4f7c,,,,,,,,,,,,,,,,,,,,,,1610612740,New Orleans,Hornets,2002,2004
68,1610612744,Warriors,1971,6cb6019cf8e5a9734c68859179bf67a0,,,,,,,,,,,,,,,,,,,,,,1610612744,Golden State,Warriors,1971,2019
69,1610612744,Warriors,1962,fa5c18471fdbdf0d9756a259bb5476c1,,,,,,,,,,,,,,,,,,,,,,1610612744,San Francisco,Warriors,1962,1970
70,1610612745,Rockets,1971,3f1cdc00647e9bedf30cc3855ed51d81,,,,,,,,,,,,,,,,,,,,,,1610612745,Houston,Rockets,1971,2019
71,1610612746,Clippers,1984,7ebf1f1e5c95e44e6c40ef8cb35737f6,,,,,,,,,,,,,,,,,,,,,,1610612746,Los Angeles,Clippers,1984,2019
72,1610612746,Clippers,1978,9ed371997a209f8c27152aae7abdd1a3,,,,,,,,,,,,,,,,,,,,,,1610612746,San Diego,Clippers,1978,1983
73,1610612746,Braves,1970,500678eca0fcece84068e857ad3d769b,,,,,,,,,,,,,,,,,,,,,,1610612746,Buffalo,Braves,1970,1977
74,1610612747,Lakers,1960,a491167c826c5efb1e62b77fb3cc4a19,,,,,,,,,,,,,,,,,,,,,,1610612747,Los Angeles,Lakers,1960,2019
75,1610612751,Nets,2012,94f40195e5e37881daa31f4f22ee6ecb,,,,,,,,,,,,,,,,,,,,,,1610612751,Brooklyn,Nets,2012,2019
76,1610612751,Nets,1977,d2c4283900a4ddc35dd1ec360921035d,,,,,,,,,,,,,,,,,,,,,,1610612751,New Jersey,Nets,1977,2011
77,1610612755,76ers,1963,a9933d27e572225a7ca4c193d425a1eb,,,,,,,,,,,,,,,,,,,,,,1610612755,Philadelphia,76ers,1963,2019
78,1610612755,Nationals,1949,dd3b40e67d251d303e35cc65eb895000,,,,,,,,,,,,,,,,,,,,,,1610612755,Syracuse,Nationals,1949,1962
79,1610612758,Kings,1985,03a1e39fac3a5b5acddd575d63826838,,,,,,,,,,,,,,,,,,,,,,1610612758,Sacramento,Kings,1985,2019
80,1610612758,Kings,1975,2478a4bc544a0221a7d2fff04a6faea2,,,,,,,,,,,,,,,,,,,,,,1610612758,Kansas City,Kings,1975,1984
81,1610612758,Kings,1972,9ce2688c255bdd0b3849a5d64046d62f,,,,,,,,,,,,,,,,,,,,,,1610612758,Kansas City-Omaha,Kings,1972,1974
82,1610612758,Royals,1957,433b3a482a763422f5c40d29a1d3ea6a,,,,,,,,,,,,,,,,,,,,,,1610612758,Cincinnati,Royals,1957,1971
83,1610612758,Royals,1948,eef5102930fb5e03873ab5dc344167e2,,,,,,,,,,,,,,,,,,,,,,1610612758,Rochester,Royals,1948,1956
84,1610612760,Thunder,2008,fbac9959d10bf3d0654d3c4e46206f6a,,,,,,,,,,,,,,,,,,,,,,1610612760,Oklahoma City,Thunder,2008,2019
85,1610612760,SuperSonics,1967,e4733f08f4742214d3bca4cb749c14d7,,,,,,,,,,,,,,,,,,,,,,1610612760,Seattle,SuperSonics,1967,2007
86,1610612762,Jazz,1979,04c4dd498e390bb6c3533afa98a36a74,,,,,,,,,,,,,,,,,,,,,,1610612762,Utah,Jazz,1979,2019
87,1610612763,Grizzlies,2001,4efd33fd92ae9b3f0d6ee1c600d12ae3,,,,,,,,,,,,,,,,,,,,,,1610612763,Memphis,Grizzlies,2001,2019
88,1610612764,Wizards,1997,816484825f7b27f5ea38d15466b9a945,,,,,,,,,,,,,,,,,,,,,,1610612764,Washington,Wizards,1997,2019
89,1610612764,Bullets,1974,45daa109c81cce9f0c10942af8dd57d1,,,,,,,,,,,,,,,,,,,,,,1610612764,Washington,Bullets,1974,1996
90,1610612764,Bullets,1973,3667995fbd9a83107f77b71380a21b96,,,,,,,,,,,,,,,,,,,,,,1610612764,Capital,Bullets,1973,1973
91,1610612764,Bullets,1963,77f76e607dba2a95e5c55467339b846a,,,,,,,,,,,,,,,,,,,,,,1610612764,Baltimore,Bullets,1963,1972
92,1610612764,Zephyrs,1962,6a0be10778fdd2d25c0ee001c610399b,,,,,,,,,,,,,,,,,,,,,,1610612764,Chicago,Zephyrs,1962,1962
93,1610612764,Packers,1961,0df7fba9c9da4445a604dbf57c67fbc4,,,,,,,,,,,,,,,,,,,,,,1610612764,Chicago,Packers,1961,1961
94,1610612765,Pistons,1957,58f3da3350447e5038e3d040983d93d2,,,,,,,,,,,,,,,,,,,,,,1610612765,Detroit,Pistons,1957,2019
95,1610612766,Hornets,2014,228cf9e497021b540437744e87ea4734,,,,,,,,,,,,,,,,,,,,,,1610612766,Charlotte,Hornets,2014,2019
96,1610612766,Bobcats,2004,65f84b9fb7932ec8967ec9ae99539575,,,,,,,,,,,,,,,,,,,,,,1610612766,Charlotte,Bobcats,2004,2013
