,slugSeason,nameTeam,namePlayer,statusPlayer,isFinalSeason,isWaived,isOnRoster,isNonGuaranteed,isTeamOption,isPlayerOption,typeContractDetail,value
930,2022-23,Orlando Magic,Jonathan Isaac,current roster,0,0,1,0,0,0,Guaranteed,17400000.0
931,2023-24,Orlando Magic,Jonathan Isaac,current roster,0,0,1,0,0,0,Guaranteed,17400000.0
932,2024-25,Orlando Magic,Jonathan Isaac,current roster,1,0,1,0,0,0,Guaranteed,17400000.0
933,2020-21,Orlando Magic,Khem Birch,current roster,1,0,1,0,0,0,Guaranteed,3000000.0
934,2020-21,Orlando Magic,Markelle Fultz,current roster,0,0,1,0,0,0,Guaranteed,12288697.0
935,2021-22,Orlando Magic,Markelle Fultz,current roster,0,0,1,0,0,0,Guaranteed,16500000.0
936,2022-23,Orlando Magic,Markelle Fultz,current roster,0,0,1,0,0,0,Guaranteed,16500000.0
937,2023-24,Orlando Magic,Markelle Fultz,current roster,1,0,1,1,0,0,Non-Guaranteed,17000000.0
938,2020-21,Orlando Magic,Michael CarterWilliams,current roster,0,0,1,0,0,0,Guaranteed,3300000.0
939,2021-22,Orlando Magic,Michael CarterWilliams,current roster,1,0,1,0,0,0,Guaranteed,3300000.0
940,2020-21,Orlando Magic,Mo Bamba,current roster,0,0,1,0,0,0,Guaranteed,5969040.0
941,2021-22,Orlando Magic,Mo Bamba,current roster,1,0,1,0,0,0,Guaranteed,7568743.0
942,2022-23,Orlando Magic,Mo Bamba,current roster,0,0,1,0,1,0,Team Option,10096703.0
943,2020-21,Orlando Magic,Otto Porter,current roster,1,0,1,0,0,0,Guaranteed,28489239.0
944,2020-21,Orlando Magic,RJ Hampton,current roster,0,0,1,0,0,0,Guaranteed,2193480.0
945,2021-22,Orlando Magic,RJ Hampton,current roster,0,0,1,0,0,0,Guaranteed,2303040.0
946,2022-23,Orlando Magic,RJ Hampton,current roster,0,0,1,0,1,0,Team Option,2412840.0
947,2023-24,Orlando Magic,RJ Hampton,current roster,0,0,1,0,1,0,Team Option,4220057.0
948,2024-25,Orlando Magic,RJ Hampton,current roster,1,0,1,0,0,0,Qualifying Offer,6169723.0
949,2020-21,Orlando Magic,Terrence Ross,current roster,0,0,1,0,0,0,Guaranteed,13500000.0
950,2021-22,Orlando Magic,Terrence Ross,current roster,0,0,1,0,0,0,Guaranteed,12500000.0
951,2022-23,Orlando Magic,Terrence Ross,current roster,1,0,1,0,0,0,Guaranteed,11500000.0
952,2020-21,Orlando Magic,Wendell Carter Jr,current roster,0,0,1,0,0,0,Guaranteed,5448840.0
953,2021-22,Orlando Magic,Wendell Carter Jr,current roster,0,0,1,0,0,0,Guaranteed,6920027.0
954,2022-23,Orlando Magic,Wendell Carter Jr,current roster,1,0,1,0,0,0,Qualifying Offer,9279756.0
955,2020-21,Philadelphia 76ers,Ben Simmons,current roster,0,0,1,0,0,0,Guaranteed,30559200.0
956,2021-22,Philadelphia 76ers,Ben Simmons,current roster,0,0,1,0,0,0,Guaranteed,33003936.0
957,2022-23,Philadelphia 76ers,Ben Simmons,current roster,0,0,1,0,0,0,Guaranteed,35448672.0
958,2023-24,Philadelphia 76ers,Ben Simmons,current roster,0,0,1,0,0,0,Guaranteed,37893408.0
959,2024-25,Philadelphia 76ers,Ben Simmons,current roster,1,0,1,0,0,0,Guaranteed,40338144.0
960,2020-21,Philadelphia 76ers,Danny Green,current roster,1,0,1,0,0,0,Guaranteed,15365853.0
961,2020-21,Philadelphia 76ers,Dwight Howard,current roster,1,0,1,0,0,0,Guaranteed,1620564.0
962,2020-21,Philadelphia 76ers,Furkan Korkmaz,current roster,1,0,1,0,0,0,Guaranteed,1762796.0
963,2020-21,Philadelphia 76ers,George Hill,current roster,0,0,1,0,0,0,Guaranteed,9590602.0
964,2021-22,Philadelphia 76ers,George Hill,current roster,1,0,1,1,0,0,Non-Guaranteed,10047297.0
965,2020-21,Philadelphia 76ers,Ignas Brazdelkis,current roster,0,0,1,0,0,0,Guaranteed,1517981.0
966,2021-22,Philadelphia 76ers,Ignas Brazdelkis,current roster,0,0,1,0,1,0,Team Option,1782621.0
967,2022-23,Philadelphia 76ers,Ignas Brazdelkis,current roster,1,0,1,0,0,0,Qualifying Offer,2228276.0
968,2020-21,Philadelphia 76ers,Isaiah Joe,current roster,0,0,1,0,0,0,Guaranteed,898310.0
969,2021-22,Philadelphia 76ers,Isaiah Joe,current roster,0,0,1,0,0,0,Guaranteed,1517981.0
970,2022-23,Philadelphia 76ers,Isaiah Joe,current roster,0,0,1,1,0,0,Non-Guaranteed,1782621.0
971,2023-24,Philadelphia 76ers,Isaiah Joe,current roster,1,0,1,0,0,0,Qualifying Offer,2228276.0
972,2020-21,Philadelphia 76ers,Joel Embiid,current roster,0,0,1,0,0,0,Guaranteed,29542010.0
973,2021-22,Philadelphia 76ers,Joel Embiid,current roster,0,0,1,0,0,0,Guaranteed,31579390.0
974,2022-23,Philadelphia 76ers,Joel Embiid,current roster,1,0,1,0,0,0,Guaranteed,33616770.0
975,2020-21,Philadelphia 76ers,Justin Anderson,W,0,0,0,0,0,0,Not With Team,125000.0
976,2020-21,Philadelphia 76ers,Matisse Thybulle,current roster,0,0,1,0,0,0,Guaranteed,2711280.0
977,2021-22,Philadelphia 76ers,Matisse Thybulle,current roster,0,0,1,0,0,0,Guaranteed,2840160.0
978,2022-23,Philadelphia 76ers,Matisse Thybulle,current roster,0,0,1,0,1,0,Team Option,4379527.0
979,2023-24,Philadelphia 76ers,Matisse Thybulle,current roster,1,0,1,0,0,0,Qualifying Offer,6275862.0
980,2020-21,Philadelphia 76ers,Mike Scott,current roster,1,0,1,0,0,0,Guaranteed,5005350.0
981,2020-21,Philadelphia 76ers,Paul Reed Jr,current roster,0,0,1,0,0,0,Guaranteed,609128.0
982,2021-22,Philadelphia 76ers,Paul Reed Jr,current roster,0,0,1,0,0,0,Guaranteed,1517981.0
983,2022-23,Philadelphia 76ers,Paul Reed Jr,current roster,0,0,1,1,0,0,Non-Guaranteed,1782621.0
984,2023-24,Philadelphia 76ers,Paul Reed Jr,current roster,1,0,1,0,0,0,Qualifying Offer,2228276.0
985,2020-21,Philadelphia 76ers,Seth Curry,current roster,0,0,1,0,0,0,Guaranteed,7834449.0
986,2021-22,Philadelphia 76ers,Seth Curry,current roster,0,0,1,0,0,0,Guaranteed,8207518.0
987,2022-23,Philadelphia 76ers,Seth Curry,current roster,1,0,1,0,0,0,Guaranteed,8496653.0
988,2020-21,Philadelphia 76ers,Shake Milton,current roster,0,0,1,0,0,0,Guaranteed,1701593.0
989,2021-22,Philadelphia 76ers,Shake Milton,current roster,1,0,1,0,0,0,Guaranteed,1846738.0
990,2022-23,Philadelphia 76ers,Shake Milton,current roster,0,0,1,0,1,0,Team Option,1997718.0
991,2020-21,Philadelphia 76ers,Tobias Harris,current roster,0,0,1,0,0,0,Guaranteed,34358850.0
992,2021-22,Philadelphia 76ers,Tobias Harris,current roster,0,0,1,0,0,0,Guaranteed,35995950.0
993,2022-23,Philadelphia 76ers,Tobias Harris,current roster,0,0,1,0,0,0,Guaranteed,37633050.0
994,2023-24,Philadelphia 76ers,Tobias Harris,current roster,1,0,1,0,0,0,Guaranteed,39270150.0
995,2020-21,Philadelphia 76ers,Tyrese Maxey,current roster,0,0,1,0,0,0,Guaranteed,2478840.0
996,2021-22,Philadelphia 76ers,Tyrese Maxey,current roster,0,0,1,0,0,0,Guaranteed,2602920.0
997,2022-23,Philadelphia 76ers,Tyrese Maxey,current roster,0,0,1,0,1,0,Team Option,2726880.0
998,2023-24,Philadelphia 76ers,Tyrese Maxey,current roster,0,0,1,0,1,0,Team Option,4343920.0
999,2024-25,Philadelphia 76ers,Tyrese Maxey,current roster,1,0,1,0,0,0,Qualifying Offer,6259589.0
1000,2020-21,Phoenix Suns,Abdel Nader,current roster,1,0,1,0,0,0,Guaranteed,1752950.0
1001,2020-21,Phoenix Suns,Cameron Johnson,current roster,0,0,1,0,0,0,Guaranteed,4235160.0
1002,2021-22,Phoenix Suns,Cameron Johnson,current roster,0,0,1,0,0,0,Guaranteed,4437000.0
1003,2022-23,Phoenix Suns,Cameron Johnson,current roster,0,0,1,0,1,0,Team Option,5887899.0
1004,2023-24,Phoenix Suns,Cameron Johnson,current roster,1,0,1,0,0,0,Qualifying Offer,8060534.0
1005,2020-21,Phoenix Suns,Cameron Payne,current roster,1,0,1,0,0,0,Guaranteed,1977011.0
1006,2020-21,Phoenix Suns,Chris Paul,current roster,0,0,1,0,0,0,Guaranteed,41358814.0
1007,2021-22,Phoenix Suns,Chris Paul,current roster,1,0,1,0,0,1,Player Option,44211146.0
1008,2020-21,Phoenix Suns,Damian Jones,W,0,0,0,0,0,0,Not With Team,785285.0
1009,2020-21,Phoenix Suns,Dario Saric,current roster,0,0,1,0,0,0,Guaranteed,9250000.0
1010,2021-22,Phoenix Suns,Dario Saric,current roster,0,0,1,0,0,0,Guaranteed,8510000.0
1011,2022-23,Phoenix Suns,Dario Saric,current roster,1,0,1,0,0,0,Guaranteed,9240000.0
1012,2020-21,Phoenix Suns,Deandre Ayton,current roster,0,0,1,0,0,0,Guaranteed,10018200.0
1013,2021-22,Phoenix Suns,Deandre Ayton,current roster,0,0,1,0,0,0,Guaranteed,12632950.0
1014,2022-23,Phoenix Suns,Deandre Ayton,current roster,1,0,1,0,0,0,Qualifying Offer,16422835.0
1015,2020-21,Phoenix Suns,Devin Booker,current roster,0,0,1,0,0,0,Guaranteed,29467800.0
1016,2021-22,Phoenix Suns,Devin Booker,current roster,0,0,1,0,0,0,Guaranteed,31650600.0
1017,2022-23,Phoenix Suns,Devin Booker,current roster,0,0,1,0,0,0,Guaranteed,33833400.0
1018,2023-24,Phoenix Suns,Devin Booker,current roster,1,0,1,0,0,0,Guaranteed,36016200.0
1019,2020-21,Phoenix Suns,E'Twaun Moore,current roster,1,0,1,0,0,0,Guaranteed,1620564.0
1020,2020-21,Phoenix Suns,Frank Kaminsky,current roster,1,0,1,0,0,0,Guaranteed,1620564.0
1021,2020-21,Phoenix Suns,Jae Crowder,current roster,0,0,1,0,0,0,Guaranteed,9258000.0
1022,2021-22,Phoenix Suns,Jae Crowder,current roster,0,0,1,0,0,0,Guaranteed,9720900.0
1023,2022-23,Phoenix Suns,Jae Crowder,current roster,1,0,1,0,0,0,Guaranteed,10183800.0
1024,2020-21,Phoenix Suns,Jalen Smith,current roster,0,0,1,0,0,0,Guaranteed,4245720.0
1025,2021-22,Phoenix Suns,Jalen Smith,current roster,0,0,1,0,0,0,Guaranteed,4458000.0
1026,2022-23,Phoenix Suns,Jalen Smith,current roster,0,0,1,0,1,0,Team Option,4670160.0
1027,2023-24,Phoenix Suns,Jalen Smith,current roster,0,0,1,0,1,0,Team Option,5954454.0
1028,2024-25,Phoenix Suns,Jalen Smith,current roster,1,0,1,0,0,0,Qualifying Offer,8109966.0
1029,2020-21,Phoenix Suns,Jevon Carter,current roster,0,0,1,0,0,0,Guaranteed,3925000.0
1030,2021-22,Phoenix Suns,Jevon Carter,current roster,0,0,1,0,0,0,Guaranteed,3650000.0
1031,2022-23,Phoenix Suns,Jevon Carter,current roster,1,0,1,0,0,0,Guaranteed,3925000.0
1032,2020-21,Phoenix Suns,Langston Galloway,current roster,1,0,1,0,0,0,Guaranteed,1620564.0
1033,2020-21,Phoenix Suns,Mikal Bridges,current roster,0,0,1,0,0,0,Guaranteed,4359000.0
1034,2021-22,Phoenix Suns,Mikal Bridges,current roster,0,0,1,0,0,0,Guaranteed,5557725.0
1035,2022-23,Phoenix Suns,Mikal Bridges,current roster,1,0,1,0,0,0,Qualifying Offer,7569621.0
1036,2020-21,Phoenix Suns,Torrey Craig,current roster,1,0,1,0,0,0,Guaranteed,1620564.0
1037,2020-21,Portland Trail Blazers,Anderson Varejao,W,0,0,0,0,0,0,Not With Team,1913345.0
1038,2020-21,Portland Trail Blazers,Andrew Nicholson,W,0,0,0,0,0,0,Not With Team,2844430.0
1039,2021-22,Portland Trail Blazers,Andrew Nicholson,W,0,0,0,0,0,0,Not With Team,2844429.0
1040,2022-23,Portland Trail Blazers,Andrew Nicholson,W,0,0,0,0,0,0,Not With Team,2844429.0
1041,2023-24,Portland Trail Blazers,Andrew Nicholson,W,0,0,0,0,0,0,Not With Team,2844429.0
1042,2020-21,Portland Trail Blazers,Anfernee Simons,current roster,0,0,1,0,0,0,Guaranteed,2252040.0
1043,2021-22,Portland Trail Blazers,Anfernee Simons,current roster,0,0,1,0,0,0,Guaranteed,3938818.0
1044,2022-23,Portland Trail Blazers,Anfernee Simons,current roster,1,0,1,0,0,0,Qualifying Offer,5758552.0
1045,2020-21,Portland Trail Blazers,Carmelo Anthony,current roster,1,0,1,0,0,0,Guaranteed,1620564.0
1046,2020-21,Portland Trail Blazers,CJ Elleby,current roster,0,0,1,0,0,0,Guaranteed,898310.0
1047,2021-22,Portland Trail Blazers,CJ Elleby,current roster,0,0,1,0,0,0,Guaranteed,1517981.0
1048,2022-23,Portland Trail Blazers,CJ Elleby,current roster,1,0,1,0,0,0,Qualifying Offer,1919247.0
1049,2020-21,Portland Trail Blazers,CJ McCollum,current roster,0,0,1,0,0,0,Guaranteed,29354152.0
1050,2021-22,Portland Trail Blazers,CJ McCollum,current roster,0,0,1,0,0,0,Guaranteed,30864198.0
1051,2022-23,Portland Trail Blazers,CJ McCollum,current roster,0,0,1,0,0,0,Guaranteed,33333333.0
1052,2023-24,Portland Trail Blazers,CJ McCollum,current roster,1,0,1,0,0,0,Guaranteed,35802469.0
1053,2020-21,Portland Trail Blazers,Damian Lillard,current roster,0,0,1,0,0,0,Guaranteed,31626953.0
1054,2021-22,Portland Trail Blazers,Damian Lillard,current roster,0,0,1,0,0,0,Guaranteed,39344900.0
1055,2022-23,Portland Trail Blazers,Damian Lillard,current roster,0,0,1,0,0,0,Guaranteed,42492492.0
1056,2023-24,Portland Trail Blazers,Damian Lillard,current roster,0,0,1,0,0,0,Guaranteed,45640084.0
1057,2024-25,Portland Trail Blazers,Damian Lillard,current roster,1,0,1,0,0,1,Player Option,48787676.0
1058,2020-21,Portland Trail Blazers,Derrick Jones,current roster,0,0,1,0,0,0,Guaranteed,9258000.0
1059,2021-22,Portland Trail Blazers,Derrick Jones,current roster,1,0,1,0,0,1,Player Option,9720900.0
1060,2020-21,Portland Trail Blazers,Enes Kanter,current roster,1,0,1,0,0,0,Guaranteed,5005350.0
1061,2020-21,Portland Trail Blazers,Harry Giles,current roster,1,0,1,0,0,0,Guaranteed,1620564.0
1062,2020-21,Portland Trail Blazers,Jusuf Nurkic,current roster,0,0,1,0,0,0,Guaranteed,12888889.0
1063,2021-22,Portland Trail Blazers,Jusuf Nurkic,current roster,1,0,1,1,0,0,Non-Guaranteed,12000000.0
1064,2020-21,Portland Trail Blazers,Nassir Little,current roster,0,0,1,0,0,0,Guaranteed,2210640.0
1065,2021-22,Portland Trail Blazers,Nassir Little,current roster,0,0,1,0,0,0,Guaranteed,2316240.0
1066,2022-23,Portland Trail Blazers,Nassir Little,current roster,0,0,1,0,1,0,Team Option,4171548.0
1067,2023-24,Portland Trail Blazers,Nassir Little,current roster,1,0,1,0,0,0,Qualifying Offer,6128004.0
1068,2020-21,Portland Trail Blazers,Norman Powell,current roster,0,0,1,0,0,0,Guaranteed,10865952.0
1069,2021-22,Portland Trail Blazers,Norman Powell,current roster,1,0,1,0,0,1,Player Option,11615328.0
1070,2020-21,Portland Trail Blazers,Robert Covington,current roster,0,0,1,0,0,0,Guaranteed,12138345.0
1071,2021-22,Portland Trail Blazers,Robert Covington,current roster,1,0,1,0,0,0,Guaranteed,12975471.0
1072,2020-21,Portland Trail Blazers,Zach Collins,current roster,0,0,1,0,0,0,Guaranteed,5406255.0
1073,2021-22,Portland Trail Blazers,Zach Collins,current roster,1,0,1,0,0,0,Qualifying Offer,7363319.0
1074,2020-21,Sacramento Kings,Buddy Hield,current roster,0,0,1,0,0,0,Guaranteed,24701834.0
1075,2021-22,Sacramento Kings,Buddy Hield,current roster,0,0,1,0,0,0,Guaranteed,22768890.0
1076,2022-23,Sacramento Kings,Buddy Hield,current roster,0,0,1,0,0,0,Guaranteed,20835947.0
1077,2023-24,Sacramento Kings,Buddy Hield,current roster,1,0,1,0,0,0,Guaranteed,18903003.0
1078,2020-21,Sacramento Kings,Chimezie Metu,W,0,0,0,0,0,0,Not With Team,50000.0
1079,2020-21,Sacramento Kings,Chris Silva,current roster,0,0,1,0,0,0,Guaranteed,1517981.0
1080,2021-22,Sacramento Kings,Chris Silva,current roster,0,0,1,1,0,0,Non-Guaranteed,1782621.0
1081,2022-23,Sacramento Kings,Chris Silva,current roster,1,0,1,0,0,0,Qualifying Offer,2228276.0
1082,2020-21,Sacramento Kings,De'Aaron Fox,current roster,0,0,1,0,0,0,Guaranteed,8099627.0
1083,2021-22,Sacramento Kings,De'Aaron Fox,current roster,0,0,1,0,0,0,Guaranteed,28103500.0
1084,2022-23,Sacramento Kings,De'Aaron Fox,current roster,0,0,1,0,0,0,Guaranteed,30351780.0
1085,2023-24,Sacramento Kings,De'Aaron Fox,current roster,0,0,1,0,0,0,Guaranteed,32600060.0
1086,2024-25,Sacramento Kings,De'Aaron Fox,current roster,1,0,1,0,0,0,Guaranteed,34848340.0
1087,2020-21,Sacramento Kings,Delon Wright,current roster,0,0,1,0,0,0,Guaranteed,9000000.0
1088,2021-22,Sacramento Kings,Delon Wright,current roster,1,0,1,0,0,0,Guaranteed,8526316.0
1089,2020-21,Sacramento Kings,Glenn Robinson III,W,0,0,0,0,0,0,Not With Team,930930.0
1090,2020-21,Sacramento Kings,Harrison Barnes,current roster,0,0,1,0,0,0,Guaranteed,22215909.0
1091,2021-22,Sacramento Kings,Harrison Barnes,current roster,0,0,1,0,0,0,Guaranteed,20284091.0
1092,2022-23,Sacramento Kings,Harrison Barnes,current roster,1,0,1,0,0,0,Guaranteed,18352273.0
1093,2020-21,Sacramento Kings,Hassan Whiteside,current roster,1,0,1,0,0,0,Guaranteed,1620564.0
1094,2020-21,Sacramento Kings,Jabari Parker,W,0,0,0,0,0,0,Not With Team,6500000.0
1095,2020-21,Sacramento Kings,Jahmi'us Ramsey,current roster,0,0,1,0,0,0,Guaranteed,1000000.0
1096,2021-22,Sacramento Kings,Jahmi'us Ramsey,current roster,0,0,1,0,0,0,Guaranteed,1517981.0
1097,2022-23,Sacramento Kings,Jahmi'us Ramsey,current roster,0,0,1,1,0,0,Non-Guaranteed,1782621.0
1098,2023-24,Sacramento Kings,Jahmi'us Ramsey,current roster,1,0,1,0,0,0,Qualifying Offer,2228276.0
1099,2020-21,Sacramento Kings,Justin James,current roster,0,0,1,0,0,0,Guaranteed,1517981.0
1100,2021-22,Sacramento Kings,Justin James,current roster,0,0,1,1,0,0,Non-Guaranteed,1782621.0
1101,2022-23,Sacramento Kings,Justin James,current roster,1,0,1,0,0,0,Qualifying Offer,2228276.0
1102,2020-21,Sacramento Kings,Marvin Bagley III,current roster,0,0,1,0,0,0,Guaranteed,8963640.0
1103,2021-22,Sacramento Kings,Marvin Bagley III,current roster,0,0,1,0,0,0,Guaranteed,11312114.0
1104,2022-23,Sacramento Kings,Marvin Bagley III,current roster,1,0,1,0,0,0,Qualifying Offer,14762309.0
1105,2020-21,Sacramento Kings,Maurice Harkless,current roster,1,0,1,0,0,0,Guaranteed,3623000.0
1106,2020-21,Sacramento Kings,Mfiondu Kabengele,W,0,0,0,0,0,0,Not With Team,2075880.0
1107,2020-21,Sacramento Kings,Norvel Pelle,E,0,0,0,0,0,0,Not With Team,99020.0
1108,2020-21,Sacramento Kings,Richaun Holmes,current roster,1,0,1,0,0,0,Guaranteed,5005350.0
1109,2020-21,Sacramento Kings,Robert Woodard II,current roster,0,0,1,0,0,0,Guaranteed,1500000.0
1110,2021-22,Sacramento Kings,Robert Woodard II,current roster,0,0,1,0,0,0,Guaranteed,1517981.0
1111,2022-23,Sacramento Kings,Robert Woodard II,current roster,1,0,1,1,0,0,Non-Guaranteed,1782621.0
1112,2023-24,Sacramento Kings,Robert Woodard II,current roster,0,0,1,0,1,0,Team Option,1930631.0
1113,2020-21,Sacramento Kings,Terence Davis,current roster,0,0,1,0,0,0,Guaranteed,1517981.0
1114,2021-22,Sacramento Kings,Terence Davis,current roster,1,0,1,0,0,0,Qualifying Offer,1897476.0
1115,2020-21,Sacramento Kings,Tyrese Haliburton,current roster,0,0,1,0,0,0,Guaranteed,3831840.0
1116,2021-22,Sacramento Kings,Tyrese Haliburton,current roster,0,0,1,0,0,0,Guaranteed,4023600.0
1117,2022-23,Sacramento Kings,Tyrese Haliburton,current roster,0,0,1,0,1,0,Team Option,4215120.0
1118,2023-24,Sacramento Kings,Tyrese Haliburton,current roster,0,0,1,0,1,0,Team Option,5808435.0
1119,2024-25,Sacramento Kings,Tyrese Haliburton,current roster,1,0,1,0,0,0,Qualifying Offer,7992407.0
1120,2020-21,San Antonio Spurs,Cameron Reynolds,E,0,0,0,0,0,0,Not With Team,110998.0
1121,2020-21,San Antonio Spurs,Dejounte Murray,current roster,0,0,1,0,0,0,Guaranteed,14286000.0
1122,2021-22,San Antonio Spurs,Dejounte Murray,current roster,0,0,1,0,0,0,Guaranteed,15428880.0
1123,2022-23,San Antonio Spurs,Dejounte Murray,current roster,0,0,1,0,0,0,Guaranteed,16571120.0
1124,2023-24,San Antonio Spurs,Dejounte Murray,current roster,1,0,1,0,0,0,Guaranteed,17714000.0
1125,2020-21,San Antonio Spurs,DeMar DeRozan,current roster,1,0,1,0,0,0,Guaranteed,27739975.0
1126,2020-21,San Antonio Spurs,DeMarre Carroll,W,0,0,0,0,0,0,Not With Team,6119676.0
1127,2021-22,San Antonio Spurs,DeMarre Carroll,W,0,0,0,0,0,0,Not With Team,1242340.0
1128,2020-21,San Antonio Spurs,Derrick White,current roster,0,0,1,0,0,0,Guaranteed,3516284.0
1129,2021-22,San Antonio Spurs,Derrick White,current roster,0,0,1,0,0,0,Guaranteed,15678571.0
1130,2022-23,San Antonio Spurs,Derrick White,current roster,0,0,1,0,0,0,Guaranteed,16892857.0
1131,2023-24,San Antonio Spurs,Derrick White,current roster,0,0,1,0,0,0,Guaranteed,18107143.0
1132,2024-25,San Antonio Spurs,Derrick White,current roster,1,0,1,0,0,0,Guaranteed,19321429.0
1133,2020-21,San Antonio Spurs,Devin Vassell,current roster,0,0,1,0,0,0,Guaranteed,4033440.0
1134,2021-22,San Antonio Spurs,Devin Vassell,current roster,0,0,1,0,0,0,Guaranteed,4235160.0
1135,2022-23,San Antonio Spurs,Devin Vassell,current roster,0,0,1,0,1,0,Team Option,4437000.0
1136,2023-24,San Antonio Spurs,Devin Vassell,current roster,0,0,1,0,1,0,Team Option,5887899.0
1137,2024-25,San Antonio Spurs,Devin Vassell,current roster,1,0,1,0,0,0,Qualifying Offer,8060534.0
1138,2020-21,San Antonio Spurs,Drew Eubanks,current roster,0,0,1,0,0,0,Guaranteed,1620564.0
1139,2021-22,San Antonio Spurs,Drew Eubanks,current roster,0,0,1,1,0,0,Non-Guaranteed,1762796.0
1140,2022-23,San Antonio Spurs,Drew Eubanks,current roster,1,0,1,1,0,0,Non-Guaranteed,1910860.0
1141,2020-21,San Antonio Spurs,Gorgui Dieng,current roster,1,0,1,0,0,0,Guaranteed,1000000.0
1142,2020-21,San Antonio Spurs,Jakob Poeltl,current roster,0,0,1,0,0,0,Guaranteed,8101852.0
1143,2021-22,San Antonio Spurs,Jakob Poeltl,current roster,0,0,1,0,0,0,Guaranteed,8750000.0
1144,2022-23,San Antonio Spurs,Jakob Poeltl,current roster,1,0,1,0,0,0,Guaranteed,9398148.0
1145,2020-21,San Antonio Spurs,Keldon Johnson,current roster,0,0,1,0,0,0,Guaranteed,2048040.0
1146,2021-22,San Antonio Spurs,Keldon Johnson,current roster,0,0,1,0,0,0,Guaranteed,2145720.0
1147,2022-23,San Antonio Spurs,Keldon Johnson,current roster,0,0,1,0,1,0,Team Option,3873025.0
1148,2023-24,San Antonio Spurs,Keldon Johnson,current roster,1,0,1,0,0,0,Qualifying Offer,5809538.0
1149,2020-21,San Antonio Spurs,LaMarcus Aldridge,W,0,0,0,0,0,0,Not With Team,16750000.0
1150,2020-21,San Antonio Spurs,Lonnie Walker,current roster,0,0,1,0,0,0,Guaranteed,2892000.0
1151,2021-22,San Antonio Spurs,Lonnie Walker,current roster,0,0,1,0,0,0,Guaranteed,4447896.0
1152,2022-23,San Antonio Spurs,Lonnie Walker,current roster,1,0,1,0,0,0,Qualifying Offer,6311564.0
1153,2020-21,San Antonio Spurs,Luka Samanic,current roster,0,0,1,0,0,0,Guaranteed,2824320.0
1154,2021-22,San Antonio Spurs,Luka Samanic,current roster,0,0,1,0,0,0,Guaranteed,2959080.0
1155,2022-23,San Antonio Spurs,Luka Samanic,current roster,0,0,1,0,1,0,Team Option,4556983.0
1156,2023-24,San Antonio Spurs,Luka Samanic,current roster,1,0,1,0,0,0,Qualifying Offer,6498258.0
1157,2020-21,San Antonio Spurs,Marquese Chriss,W,0,0,0,0,0,0,Not With Team,1824003.0
1158,2020-21,San Antonio Spurs,Patty Mills,current roster,1,0,1,0,0,0,Guaranteed,13535714.0
1159,2021-22,San Antonio Spurs,Quinndary Weatherspoon,current roster,1,0,1,0,0,0,Qualifying Offer,1669178.0
1160,2020-21,San Antonio Spurs,Rudy Gay,current roster,1,0,1,0,0,0,Guaranteed,14500000.0
1161,2020-21,San Antonio Spurs,Tre Jones,current roster,0,0,1,0,0,0,Guaranteed,898310.0
1162,2021-22,San Antonio Spurs,Tre Jones,current roster,0,0,1,0,0,0,Guaranteed,1517981.0
1163,2022-23,San Antonio Spurs,Tre Jones,current roster,0,0,1,1,0,0,Non-Guaranteed,1782621.0
1164,2023-24,San Antonio Spurs,Tre Jones,current roster,1,0,1,0,0,0,Qualifying Offer,2228276.0
1165,2020-21,San Antonio Spurs,Trey Lyles,current roster,1,0,1,0,0,0,Guaranteed,5500000.0
1166,2020-21,Toronto Raptors,Alex Len,W,0,0,0,0,0,0,Not With Team,2258000.0
1167,2020-21,Toronto Raptors,Aron Baynes,current roster,0,0,1,0,0,0,Guaranteed,7000000.0
1168,2021-22,Toronto Raptors,Aron Baynes,current roster,1,0,1,1,0,0,Non-Guaranteed,7350000.0
1169,2020-21,Toronto Raptors,Chris Boucher,current roster,0,0,1,0,0,0,Guaranteed,6500000.0
1170,2021-22,Toronto Raptors,Chris Boucher,current roster,1,0,1,1,0,0,Non-Guaranteed,7020000.0
1171,2020-21,Toronto Raptors,DeAndre' Bembry,current roster,0,0,1,0,0,0,Guaranteed,1737145.0
1172,2021-22,Toronto Raptors,DeAndre' Bembry,current roster,1,0,1,1,0,0,Non-Guaranteed,1977011.0
1173,2020-21,Toronto Raptors,Donta Hall,E,0,0,0,0,0,0,Not With Team,99020.0
1174,2020-21,Toronto Raptors,Fred VanVleet,current roster,0,0,1,0,0,0,Guaranteed,21250000.0
1175,2021-22,Toronto Raptors,Fred VanVleet,current roster,0,0,1,0,0,0,Guaranteed,19675926.0
1176,2022-23,Toronto Raptors,Fred VanVleet,current roster,0,0,1,0,0,0,Guaranteed,21250000.0
1177,2023-24,Toronto Raptors,Fred VanVleet,current roster,1,0,1,0,0,1,Player Option,22824074.0
1178,2020-21,Toronto Raptors,Gary Trent Jr,current roster,0,0,1,0,0,0,Guaranteed,1663861.0
1179,2021-22,Toronto Raptors,Gary Trent Jr,current roster,1,0,1,0,0,0,Qualifying Offer,2079826.0
1180,2020-21,Toronto Raptors,Henry Ellenson,E,0,0,0,0,0,0,Not With Team,110998.0
1181,2020-21,Toronto Raptors,Kyle Lowry,current roster,1,0,1,0,0,0,Guaranteed,30500000.0
1182,2020-21,Toronto Raptors,Malachi Flynn,current roster,0,0,1,0,0,0,Guaranteed,1950600.0
